pk_kpi;codigo;hospital;estado;total_int;tmi;int_cli;tmi_cli;cpi_cli;cpd_cli;total_diaria_cli;custo_total_cli;total_cobrado_cli;total_liberado_cli;total_glosado_cli;total_glosado_cli_perc;int_cir;tmi_cir;cpi_cir;cpd_cir;total_diaria_cir;custo_total_cir;total_cobrado_cir;total_liberado_cir;total_glosado_cir;total_glosado_cir_perc;total_cobrado;total_liberado;total_glosado;total_glosado_perc;referencia
359;276812;HOSPITAL BELO HORIZONTE;MG;12;4,6667;7;6,7143;9.913,11;1.476,42;47;69.391,77;70.705,09;69.391,77;1.313,32;1,86;5;1,8;9.610,79;5.339,33;9;48.053,94;51.308,35;48.053,94;3.254,41;6,34;122.013,44;117.445,71;4.567,73;3,74;01/02/2022
360;276812;HOSPITAL BELO HORIZONTE;MG;9;2,5556;5;3,8;8.920,65;2.347,54;19;44.603,24;46.477,62;44.603,24;1.874,38;4,03;4;1;4.066,44;4.066,44;4;16.265,75;16.979,69;16.265,75;713,94;4,2;63.457,31;60.868,99;2.588,32;4,08;01/03/2022
361;276812;HOSPITAL BELO HORIZONTE;MG;5;3,4;3;5;4.657,87;931,57;15;13.973,60;14.178,00;13.973,60;204,4;1,44;2;1;19.971,10;19.971,10;2;39.942,21;41.720,42;39.942,21;1.778,21;4,26;55.898,42;53.915,81;1.982,61;3,55;01/04/2022
362;276812;HOSPITAL BELO HORIZONTE;MG;6;5;5;5,8;6.152,71;1.060,81;29;30.763,55;33.622,75;30.763,55;2.859,20;8,5;1;1;2.892,57;2.892,57;1;2.892,57;3.117,28;2.892,57;224,71;7,21;36.740,03;33.656,12;3.083,91;8,39;01/05/2022
363;276812;HOSPITAL BELO HORIZONTE;MG;2;1,5;1;2;1.500,93;750,46;2;1.500,93;1.500,93;1.500,93;0;0;1;1;1.488,60;1.488,60;1;1.488,60;1.691,64;1.488,60;203,04;12;3.192,57;2.989,53;203,04;6,36;01/06/2022
364;33910;HOSPITAL DA CRIANCA S JOSE;MG;6;1,1667;2;1,5;466,8;311,2;3;933,61;1.040,93;933,61;107,32;10,31;4;1;1.122,55;1.122,55;4;4.490,21;4.588,05;4.490,21;97,84;2,13;5.628,98;5.423,82;205,16;3,64;01/01/2022
365;33910;HOSPITAL DA CRIANCA S JOSE;MG;1;2;0;0;0;0;0;0;0;0;0;0;1;2;3.274,23;1.637,12;2;3.274,23;3.359,58;3.274,23;85,35;2,54;3.359,58;3.274,23;85,35;2,54;01/02/2022
366;33910;HOSPITAL DA CRIANCA S JOSE;MG;1;1;0;0;0;0;0;0;0;0;0;0;1;1;6.370,21;6.370,21;1;6.370,21;6.485,21;6.370,21;115;1,77;6.485,21;6.370,21;115;1,77;01/03/2022
367;33910;HOSPITAL DA CRIANCA S JOSE;MG;2;1,5;1;2;759,75;379,88;2;759,75;759,75;759,75;0;0;1;1;3.195,78;3.195,78;1;3.195,78;3.397,82;3.195,78;202,04;5,95;4.157,57;3.955,53;202,04;4,86;01/04/2022
368;33910;HOSPITAL DA CRIANCA S JOSE;MG;4;1,25;2;1,5;1.348,11;898,74;3;2.696,22;2.766,22;2.696,22;70;2,53;2;1;3.688,96;3.688,96;2;7.377,92;7.552,93;7.377,92;175,01;2,32;10.319,15;10.074,14;245,01;2,37;01/05/2022
369;179710;HOSPITAL E MATER SANTA PAULA;MG;7;0,4286;1;0;2.800,00;0;0;2.800,00;2.800,00;2.800,00;0;0;6;0,5;5.425,18;10.850,36;3;32.551,09;32.551,09;32.551,09;0;0;35.351,09;35.351,09;0;0;01/01/2022
370;179710;HOSPITAL E MATER SANTA PAULA;MG;9;0,1111;2;0;3.596,78;0;0;7.193,56;7.193,56;7.193,56;0;0;7;0,1429;6.180,77;43.265,38;1;43.265,38;43.265,38;43.265,38;0;0;50.458,94;50.458,94;0;0;01/02/2022
371;179710;HOSPITAL E MATER SANTA PAULA;MG;22;0,2273;11;0,0909;5.832,59;64.158,48;1;64.158,48;64.158,48;64.158,48;0;0;11;0,3636;5.466,03;15.031,57;4;60.126,29;60.173,13;60.126,29;46,84;0,08;124.331,61;124.284,77;46,84;0,04;01/03/2022
372;179710;HOSPITAL E MATER SANTA PAULA;MG;1;2;0;0;0;0;0;0;0;0;0;0;1;2;10.645,60;5.322,80;2;10.645,60;10.741,60;10.645,60;96;0,89;10.741,60;10.645,60;96;0,89;01/04/2022
373;179710;HOSPITAL E MATER SANTA PAULA;MG;15;1,8667;10;2,7;7.771,84;2.878,46;27;77.718,43;79.009,81;77.718,43;1.291,38;1,63;5;0,2;7.563,66;37.818,29;1;37.818,29;37.818,29;37.818,29;0;0;116.828,10;115.536,72;1.291,38;1,11;01/05/2022
374;179710;HOSPITAL E MATER SANTA PAULA;MG;6;1,1667;2;0,5;2.418,44;4.836,88;1;4.836,88;4.836,88;4.836,88;0;0;4;1,5;18.347,81;12.231,88;6;73.391,25;74.772,11;73.391,25;1.380,86;1,85;79.608,99;78.228,13;1.380,86;1,73;01/06/2022
375;120111;HOSPITAL FELICIO ROCHO;MG;44;0;18;0;14.474,27;0;0;260.536,85;260.536,85;260.536,85;0;0;26;0;11.321,88;0;0;294.368,98;294.368,98;294.368,98;0;0;554.905,83;554.905,83;0;0;01/01/2022
376;120111;HOSPITAL FELICIO ROCHO;MG;35;0;10;0;4.528,04;0;0;45.280,38;45.280,38;45.280,38;0;0;25;0;12.835,36;0;0;320.884,08;321.828,57;320.884,08;944,49;0,29;367.108,95;366.164,46;944,49;0,26;01/02/2022
377;120111;HOSPITAL FELICIO ROCHO;MG;50;0;19;0;12.722,16;0;0;241.721,11;242.034,73;241.721,11;313,62;0,13;31;0;17.668,98;0;0;547.738,35;547.738,35;547.738,35;0;0;789.773,08;789.459,46;313,62;0,04;01/03/2022
378;120111;HOSPITAL FELICIO ROCHO;MG;40;0,15;19;0,3158;31.086,19;98.439,62;6;590.637,69;597.927,70;590.637,69;7.290,01;1,22;21;0;11.599,85;0;0;243.596,79;244.649,23;243.596,79;1.052,44;0,43;842.576,93;834.234,48;8.342,45;0,99;01/04/2022
379;120111;HOSPITAL FELICIO ROCHO;MG;45;0,0889;23;0,1739;31.901,96;183.436,29;4;733.745,16;739.918,39;733.745,16;6.173,23;0,83;22;0;11.351,86;0;0;249.740,99;250.962,21;249.740,99;1.221,22;0,49;990.880,60;983.486,15;7.394,45;0,75;01/05/2022
380;120111;HOSPITAL FELICIO ROCHO;MG;47;0,383;20;0,7;19.119,26;27.313,22;14;382.385,15;386.416,13;382.385,15;4.030,98;1,04;27;0,1481;22.192,77;149.801,21;4;599.204,83;599.829,60;599.204,83;624,77;0,1;986.245,73;981.589,98;4.655,75;0,47;01/06/2022
381;451118;HOSPITAL INFANTIL SAO CAMILO UNIMED;MG;3;2;2;2,5;3.912,82;1.565,13;5;7.825,65;8.769,53;7.825,65;943,88;10,76;1;1;4.761,54;4.761,54;1;4.761,54;4.787,92;4.761,54;26,38;0,55;13.557,45;12.587,19;970,26;7,16;01/01/2022
382;451118;HOSPITAL INFANTIL SAO CAMILO UNIMED;MG;4;9,25;4;9,25;13.333,33;1.441,44;37;53.333,31;57.799,84;53.333,31;4.466,53;7,73;0;0;0;0;0;0;0;0;0;0;57.799,84;53.333,31;4.466,53;7,73;01/02/2022
383;451118;HOSPITAL INFANTIL SAO CAMILO UNIMED;MG;3;2,3333;1;3;3.959,25;1.319,75;3;3.959,25;3.959,25;3.959,25;0;0;2;2;4.616,27;2.308,13;4;9.232,54;9.900,40;9.232,54;667,86;6,75;13.859,65;13.191,79;667,86;4,82;01/03/2022
384;451118;HOSPITAL INFANTIL SAO CAMILO UNIMED;MG;3;2;2;2,5;2.500,83;1.000,33;5;5.001,66;5.001,66;5.001,66;0;0;1;1;4.057,90;4.057,90;1;4.057,90;4.057,90;4.057,90;0;0;9.059,56;9.059,56;0;0;01/04/2022
385;451118;HOSPITAL INFANTIL SAO CAMILO UNIMED;MG;3;2,6667;2;3,5;2.211,46;631,85;7;4.422,93;4.684,37;4.422,93;261,44;5,58;1;1;3.135,68;3.135,68;1;3.135,68;3.505,52;3.135,68;369,84;10,55;8.189,89;7.558,61;631,28;7,71;01/05/2022
386;451118;HOSPITAL INFANTIL SAO CAMILO UNIMED;MG;4;4;4;4;5.465,24;1.366,31;16;21.860,94;23.697,78;21.860,94;1.836,84;7,75;0;0;0;0;0;0;0;0;0;0;23.697,78;21.860,94;1.836,84;7,75;01/06/2022
387;355410;HOSPITAL LIFECENTER;MG;11;3,4545;6;6,1667;49.696,67;8.058,92;37;298.180,04;299.111,94;298.180,04;931,9;0,31;5;0,2;34.275,33;171.376,64;1;171.376,64;171.376,64;171.376,64;0;0;470.488,58;469.556,68;931,9;0,2;01/01/2022
388;355410;HOSPITAL LIFECENTER;MG;7;0;3;0;18.039,06;0;0;54.117,19;54.348,73;54.117,19;231,54;0,43;4;0;48.794,72;0;0;195.178,87;195.178,87;195.178,87;0;0;249.527,60;249.296,06;231,54;0,09;01/02/2022
389;355410;HOSPITAL LIFECENTER;MG;8;0,875;3;2,3333;6.207,81;2.660,49;7;18.623,43;18.851,20;18.623,43;227,77;1,21;5;0;10.530,76;0;0;52.653,82;52.653,82;52.653,82;0;0;71.505,02;71.277,25;227,77;0,32;01/03/2022
390;355410;HOSPITAL LIFECENTER;MG;10;3,3;3;9;27.596,84;3.066,32;27;82.790,51;82.790,51;82.790,51;0;0;7;0,8571;31.556,26;36.815,63;6;220.893,80;224.748,64;220.893,80;3.854,84;1,72;307.539,15;303.684,31;3.854,84;1,25;01/04/2022
391;355410;HOSPITAL LIFECENTER;MG;10;0;2;0;58.271,60;0;0;116.543,20;117.418,49;116.543,20;875,29;0,75;8;0;23.862,34;0;0;190.898,68;190.898,68;190.898,68;0;0;308.317,17;307.441,88;875,29;0,28;01/05/2022
392;355410;HOSPITAL LIFECENTER;MG;11;0;3;0;23.595,16;0;0;70.785,47;71.183,03;70.785,47;397,56;0,56;8;0;14.552,89;0;0;116.423,12;116.423,12;116.423,12;0;0;187.606,15;187.208,59;397,56;0,21;01/06/2022
393;425117;HOSPITAL LUXEMBURGO;MG;2;2;1;4;2.444,95;611,24;4;2.444,95;2.751,32;2.444,95;306,37;11,14;1;0;8.927,72;0;0;8.927,72;8.927,72;8.927,72;0;0;11.679,04;11.372,67;306,37;2,62;01/01/2022
394;425117;HOSPITAL LUXEMBURGO;MG;4;1;0;0;0;0;0;0;0;0;0;0;4;1;4.970,56;4.970,56;4;19.882,22;20.471,96;19.882,22;589,74;2,88;20.471,96;19.882,22;589,74;2,88;01/03/2022
395;425117;HOSPITAL LUXEMBURGO;MG;3;2,3333;1;5;14.509,25;2.901,85;5;14.509,25;15.818,08;14.509,25;1.308,83;8,27;2;1;2.880,50;2.880,50;2;5.761,00;5.889,15;5.761,00;128,15;2,18;21.707,23;20.270,25;1.436,98;6,62;01/06/2022
396;96717;HOSPITAL MADRE TERESA;MG;17;2,1765;9;3;16.072,23;5.357,41;27;144.650,07;146.636,20;144.650,07;1.986,13;1,35;8;1,25;10.698,42;8.558,74;10;85.587,37;85.944,17;85.587,37;356,8;0,42;232.580,37;230.237,44;2.342,93;1,01;01/01/2022
397;96717;HOSPITAL MADRE TERESA;MG;28;4;12;7,0833;22.508,99;3.177,74;85;270.107,93;281.532,29;270.107,93;11.424,36;4,06;16;1,6875;13.532,36;8.019,17;27;216.517,70;217.730,58;216.517,70;1.212,88;0,56;499.262,87;486.625,63;12.637,24;2,53;01/02/2022
398;96717;HOSPITAL MADRE TERESA;MG;12;6,5;5;13,8;53.311,64;3.863,16;69;266.558,19;271.663,62;266.558,19;5.105,43;1,88;7;1,2857;7.716,31;6.001,57;9;54.014,17;54.219,17;54.014,17;205;0,38;325.882,79;320.572,36;5.310,43;1,63;01/03/2022
399;96717;HOSPITAL MADRE TERESA;MG;32;4,5938;15;7,9333;20.086,03;2.531,85;119;301.290,48;303.079,13;301.290,48;1.788,65;0,59;17;1,6471;32.693,21;19.849,45;28;555.784,52;557.937,12;555.784,52;2.152,60;0,39;861.016,25;857.075,00;3.941,25;0,46;01/04/2022
400;96717;HOSPITAL MADRE TERESA;MG;29;4,2414;16;5,8125;8.447,25;1.453,29;93;135.156,00;137.252,09;135.156,00;2.096,09;1,53;13;2,3077;21.970,08;9.520,37;30;285.611,05;321.448,30;285.611,05;35.837,25;11,15;458.700,39;420.767,05;37.933,34;8,27;01/05/2022
401;96717;HOSPITAL MADRE TERESA;MG;33;1,2727;23;1,2609;17.326,56;13.741,76;29;398.510,91;402.046,02;398.510,91;3.535,11;0,88;11;1,1818;22.484,77;19.025,58;13;247.332,48;247.963,80;247.332,48;631,32;0,25;650.009,82;645.843,39;4.166,43;0,64;01/06/2022
402;426512;HOSPITAL MATER DEI (AGOSTINHO);MG;165;3,3212;85;5,2235;19.960,30;3.821,23;444;1.696.625,36;1.742.287,19;1.696.625,36;45.661,83;2,62;80;1,3;20.513,76;15.779,81;104;1.641.100,68;1.689.885,54;1.641.100,68;48.784,86;2,89;3.432.172,73;3.337.726,04;94.446,69;2,75;01/01/2022
403;426512;HOSPITAL MATER DEI (AGOSTINHO);MG;198;3,1313;104;4,6058;25.616,85;5.561,90;479;2.664.152,36;2.716.940,27;2.664.152,36;52.787,91;1,94;94;1,5;17.254,70;11.503,13;141;1.621.941,70;1.663.237,65;1.621.941,70;41.295,95;2,48;4.380.177,92;4.286.094,06;94.083,86;2,15;01/02/2022
404;426512;HOSPITAL MATER DEI (AGOSTINHO);MG;228;3,9693;123;5,7073;23.533,93;4.123,47;702;2.894.673,47;2.953.622,98;2.894.673,47;58.949,51;2;105;1,9333;22.485,36;11.630,36;203;2.360.962,30;2.402.522,63;2.360.962,30;41.560,33;1,73;5.356.145,61;5.255.635,77;100.509,84;1,88;01/03/2022
405;426512;HOSPITAL MATER DEI (AGOSTINHO);MG;155;4,9935;94;6,8085;35.446,19;5.206,16;640;3.331.942,25;3.386.457,03;3.331.942,25;54.514,78;1,61;61;2,1967;22.764,21;10.362,81;134;1.388.617,11;1.413.816,59;1.388.617,11;25.199,48;1,78;4.800.273,62;4.720.559,36;79.714,26;1,66;01/04/2022
406;426512;HOSPITAL MATER DEI (AGOSTINHO);MG;200;4,085;113;5,8142;26.058,33;4.481,87;657;2.944.591,61;2.992.341,15;2.944.591,61;47.749,54;1,6;87;1,8391;21.294,68;11.578,98;160;1.852.637,29;1.885.020,64;1.852.637,29;32.383,35;1,72;4.877.361,79;4.797.228,90;80.132,89;1,64;01/05/2022
407;426512;HOSPITAL MATER DEI (AGOSTINHO);MG;158;4,2342;105;5,581;21.260,87;3.809,54;586;2.232.391,71;2.270.142,12;2.232.391,71;37.750,41;1,66;53;1,566;28.885,61;18.445,03;83;1.530.937,37;1.547.826,87;1.530.937,37;16.889,50;1,09;3.817.968,99;3.763.329,08;54.639,91;1,43;01/06/2022
408;30910;HOSPITAL MATER DEI (CONTORNO);MG;161;4,4783;80;7,2375;29.836,65;4.122,51;579;2.386.931,90;2.560.541,21;2.386.931,90;173.609,31;6,78;81;1,7531;16.464,05;9.391,46;142;1.333.587,89;1.358.170,64;1.333.587,89;24.582,75;1,81;3.918.711,85;3.720.519,79;198.192,06;5,06;01/01/2022
409;30910;HOSPITAL MATER DEI (CONTORNO);MG;212;4,3915;95;7,6842;30.045,09;3.909,98;730;2.854.283,67;2.908.972,42;2.854.283,67;54.688,75;1,88;117;1,7179;19.712,43;11.474,40;201;2.306.354,84;2.352.370,62;2.306.354,84;46.015,78;1,96;5.261.343,04;5.160.638,51;100.704,53;1,91;01/02/2022
410;30910;HOSPITAL MATER DEI (CONTORNO);MG;237;3,4557;105;5,581;18.172,83;3.256,22;586;1.908.147,38;1.926.353,10;1.908.147,38;18.205,72;0,95;132;1,7652;14.939,03;8.463,31;233;1.971.951,46;2.011.163,71;1.971.951,46;39.212,25;1,95;3.937.516,81;3.880.098,84;57.417,97;1,46;01/03/2022
411;30910;HOSPITAL MATER DEI (CONTORNO);MG;200;4,17;100;6,63;21.684,02;3.270,59;663;2.168.401,56;2.189.092,96;2.168.401,56;20.691,40;0,95;100;1,71;15.093,23;8.826,45;171;1.509.322,66;1.544.672,22;1.509.322,66;35.349,56;2,29;3.733.765,18;3.677.724,22;56.040,96;1,5;01/04/2022
412;30910;HOSPITAL MATER DEI (CONTORNO);MG;139;4,4676;78;6,6282;23.255,84;3.508,62;517;1.813.955,74;1.837.378,63;1.813.955,74;23.422,89;1,27;61;1,7049;17.178,26;10.075,71;104;1.047.873,98;1.065.095,96;1.047.873,98;17.221,98;1,62;2.902.474,59;2.861.829,72;40.644,87;1,4;01/05/2022
413;30910;HOSPITAL MATER DEI (CONTORNO);MG;183;3,4645;71;5,9859;23.839,73;3.982,64;425;1.692.620,87;1.715.289,67;1.692.620,87;22.668,80;1,32;112;1,8661;21.366,21;11.449,84;209;2.393.015,67;2.422.867,15;2.393.015,67;29.851,48;1,23;4.138.156,82;4.085.636,54;52.520,28;1,27;01/06/2022
414;172812;HOSPITAL MONTE SINAI;MG;51;5,0196;36;6,6389;20.148,49;3.034,92;239;725.345,52;756.078,38;725.345,52;30.732,86;4,06;15;1,1333;13.892,83;12.258,38;17;208.392,44;210.033,36;208.392,44;1.640,92;0,78;966.111,74;933.737,96;32.373,78;3,35;01/01/2022
415;172812;HOSPITAL MONTE SINAI;MG;48;6,4375;33;8,303;33.402,92;4.022,98;274;1.102.296,51;1.140.609,57;1.102.296,51;38.313,06;3,36;15;2,3333;9.892,06;4.239,46;35;148.380,96;157.767,51;148.380,96;9.386,55;5,95;1.298.377,08;1.250.677,47;47.699,61;3,67;01/02/2022
416;172812;HOSPITAL MONTE SINAI;MG;54;5,2963;33;7,7879;28.173,86;3.617,65;257;929.737,32;969.602,99;929.737,32;39.865,67;4,11;21;1,381;9.741,46;7.054,16;29;204.570,70;206.878,32;204.570,70;2.307,62;1,12;1.176.481,31;1.134.308,02;42.173,29;3,58;01/03/2022
417;172812;HOSPITAL MONTE SINAI;MG;36;6,8056;20;11,15;37.274,92;3.343,04;223;745.498,35;763.951,95;745.498,35;18.453,60;2,42;16;1,375;10.553,64;7.675,38;22;168.858,29;171.168,37;168.858,29;2.310,08;1,35;935.120,32;914.356,64;20.763,68;2,22;01/04/2022
418;172812;HOSPITAL MONTE SINAI;MG;53;4,6604;35;6,4571;20.755,43;3.214,34;226;726.440,11;772.789,04;726.440,11;46.348,93;6;18;1,1667;7.040,58;6.034,78;21;126.730,42;128.110,86;126.730,42;1.380,44;1,08;900.899,90;853.170,53;47.729,37;5,3;01/05/2022
419;172812;HOSPITAL MONTE SINAI;MG;55;5,6727;25;10,64;33.415,31;3.140,54;266;835.382,69;912.561,11;835.382,69;77.178,42;8,46;30;1,5333;14.166,78;9.239,21;46;425.003,47;429.396,66;425.003,47;4.393,19;1,02;1.341.957,77;1.260.386,16;81.571,61;6,08;01/06/2022
420;456810;HOSPITAL PAULO DE TARSO;MG;1;20;1;20;24.240,00;1.212,00;20;24.240,00;24.240,00;24.240,00;0;0;0;0;0;0;0;0;0;0;0;0;24.240,00;24.240,00;0;0;01/04/2022
421;456810;HOSPITAL PAULO DE TARSO;MG;2;0;2;0;35.520,00;0;0;71.040,00;71.040,00;71.040,00;0;0;0;0;0;0;0;0;0;0;0;0;71.040,00;71.040,00;0;0;01/06/2022
422;372510;HOSPITAL POCOS DE CALDAS;MG;1;1;0;0;0;0;0;0;0;0;0;0;1;1;42.879,95;42.879,95;1;42.879,95;42.879,95;42.879,95;0;0;42.879,95;42.879,95;0;0;01/01/2022
423;372510;HOSPITAL POCOS DE CALDAS;MG;2;1,5;1;2;6.652,00;3.326,00;2;6.652,00;8.217,40;6.652,00;1.565,40;19,05;1;1;10.292,95;10.292,95;1;10.292,95;11.587,31;10.292,95;1.294,36;11,17;19.804,71;16.944,95;2.859,76;14,44;01/02/2022
424;372510;HOSPITAL POCOS DE CALDAS;MG;10;1,3;3;1,6667;8.201,42;4.920,85;5;24.604,26;24.757,20;24.604,26;152,94;0,62;7;1,1429;6.699,06;5.861,68;8;46.893,44;52.735,49;46.893,44;5.842,05;11,08;77.492,69;71.497,70;5.994,99;7,74;01/03/2022
425;372510;HOSPITAL POCOS DE CALDAS;MG;1;23;1;23;270.981,68;11.781,81;23;270.981,68;287.153,59;270.981,68;16.171,91;5,63;0;0;0;0;0;0;0;0;0;0;287.153,59;270.981,68;16.171,91;5,63;01/05/2022
426;372510;HOSPITAL POCOS DE CALDAS;MG;8;2;3;3,3333;9.246,66;2.774,00;10;27.739,97;31.212,12;27.739,97;3.472,15;11,12;5;1,2;3.385,12;2.820,93;6;16.925,60;18.271,00;16.925,60;1.345,40;7,36;49.483,12;44.665,57;4.817,55;9,74;01/06/2022
427;217212;HOSPITAL QUELUZ;MG;7;1,7143;2;2,5;3.693,73;1.477,49;5;7.387,46;7.418,85;7.387,46;31,39;0,42;5;1,4;3.400,81;2.429,15;7;17.004,04;17.201,43;17.004,04;197,39;1,15;24.620,28;24.391,50;228,78;0,93;01/01/2022
428;217212;HOSPITAL QUELUZ;MG;4;1;0;0;0;0;0;0;0;0;0;0;4;1;2.141,36;2.141,36;4;8.565,42;8.590,80;8.565,42;25,38;0,3;8.590,80;8.565,42;25,38;0,3;01/02/2022
429;217212;HOSPITAL QUELUZ;MG;7;1,1429;2;1;1.423,44;1.423,44;2;2.846,89;2.846,89;2.846,89;0;0;5;1,2;1.989,31;1.657,76;6;9.946,54;9.952,28;9.946,54;5,74;0,06;12.799,17;12.793,43;5,74;0,04;01/03/2022
430;217212;HOSPITAL QUELUZ;MG;5;1;2;1;3.284,66;3.284,66;2;6.569,31;6.743,83;6.569,31;174,52;2,59;3;1;106.674,23;106.674,23;3;320.022,68;320.067,78;320.022,68;45,1;0,01;326.811,61;326.591,99;219,62;0,07;01/04/2022
431;217212;HOSPITAL QUELUZ;MG;6;1,1667;1;1;370,5;370,5;1;370,5;370,5;370,5;0;0;5;1,2;5.240,76;4.367,30;6;26.203,78;26.208,69;26.203,78;4,91;0,02;26.579,19;26.574,28;4,91;0,02;01/05/2022
432;217212;HOSPITAL QUELUZ;MG;5;1;1;1;2.227,63;2.227,63;1;2.227,63;2.247,32;2.227,63;19,69;0,88;4;1;1.485,46;1.485,46;4;5.941,82;5.961,51;5.941,82;19,69;0,33;8.208,83;8.169,45;39,38;0,48;01/06/2022
433;168815;HOSPITAL RENASCENTISTA;MG;9;1,3333;1;4;8.996,46;2.249,11;4;8.996,46;8.996,46;8.996,46;0;0;8;1;11.146,26;11.146,26;8;89.170,11;91.715,95;89.170,11;2.545,84;2,78;100.712,41;98.166,57;2.545,84;2,53;01/01/2022
434;168815;HOSPITAL RENASCENTISTA;MG;6;1;0;0;0;0;0;0;0;0;0;0;6;1;14.443,98;14.443,98;6;86.663,88;91.714,13;86.663,88;5.050,25;5,51;91.714,13;86.663,88;5.050,25;5,51;01/02/2022
435;168815;HOSPITAL RENASCENTISTA;MG;2;2,5;1;4;6.539,97;1.634,99;4;6.539,97;6.687,97;6.539,97;148;2,21;1;1;4.893,06;4.893,06;1;4.893,06;4.893,06;4.893,06;0;0;11.581,03;11.433,03;148;1,28;01/03/2022
436;168815;HOSPITAL RENASCENTISTA;MG;10;0,9;5;1;5.982,95;5.982,95;5;29.914,73;33.327,20;29.914,73;3.412,47;10,24;5;0,8;8.497,95;10.622,44;4;42.489,76;43.340,78;42.489,76;851,02;1,96;76.667,98;72.404,49;4.263,49;5,56;01/05/2022
437;168815;HOSPITAL RENASCENTISTA;MG;7;0,5714;2;1;10.954,66;10.954,66;2;21.909,33;21.993,33;21.909,33;84;0,38;5;0,4;7.958,65;19.896,62;2;39.793,23;40.110,50;39.793,23;317,27;0,79;62.103,83;61.702,56;401,27;0,65;01/06/2022
438;222615;HOSPITAL S VICENTE DE PAULO;MG;4;2,75;4;2,75;999,45;363,44;11;3.997,80;4.182,07;3.997,80;184,27;4,41;0;0;0;0;0;0;0;0;0;0;4.182,07;3.997,80;184,27;4,41;01/01/2022
439;222615;HOSPITAL S VICENTE DE PAULO;MG;1;2;1;2;511,46;255,73;2;511,46;511,46;511,46;0;0;0;0;0;0;0;0;0;0;0;0;511,46;511,46;0;0;01/02/2022
440;222615;HOSPITAL S VICENTE DE PAULO;MG;4;2,5;4;2,5;1.380,63;552,25;10;5.522,52;5.522,52;5.522,52;0;0;0;0;0;0;0;0;0;0;0;0;5.522,52;5.522,52;0;0;01/03/2022
441;222615;HOSPITAL S VICENTE DE PAULO;MG;2;4;2;4;1.944,90;486,23;8;3.889,81;3.889,81;3.889,81;0;0;0;0;0;0;0;0;0;0;0;0;3.889,81;3.889,81;0;0;01/04/2022
442;222615;HOSPITAL S VICENTE DE PAULO;MG;4;2,75;4;2,75;1.217,26;442,64;11;4.869,03;4.869,03;4.869,03;0;0;0;0;0;0;0;0;0;0;0;0;4.869,03;4.869,03;0;0;01/05/2022
443;222615;HOSPITAL S VICENTE DE PAULO;MG;6;2;6;2;987,72;493,86;12;5.926,35;5.926,35;5.926,35;0;0;0;0;0;0;0;0;0;0;0;0;5.926,35;5.926,35;0;0;01/06/2022
444;101214;HOSPITAL SANTA HELENA;MG;12;0;4;0;3.487,77;0;0;13.951,09;13.951,09;13.951,09;0;0;8;0;8.390,05;0;0;67.120,43;67.120,43;67.120,43;0;0;81.071,52;81.071,52;0;0;01/02/2022
445;101214;HOSPITAL SANTA HELENA;MG;9;0;3;0;8.363,56;0;0;25.090,68;28.493,89;25.090,68;3.403,21;11,94;6;0;7.489,17;0;0;44.935,00;44.935,00;44.935,00;0;0;73.428,89;70.025,68;3.403,21;4,63;01/03/2022
446;101214;HOSPITAL SANTA HELENA;MG;24;0;14;0;8.997,76;0;0;125.968,70;125.968,70;125.968,70;0;0;10;0;6.807,68;0;0;68.076,83;68.076,83;68.076,83;0;0;194.045,53;194.045,53;0;0;01/04/2022
447;101214;HOSPITAL SANTA HELENA;MG;1;0;1;0;7.024,80;0;0;7.024,80;7.024,80;7.024,80;0;0;0;0;0;0;0;0;0;0;0;0;7.024,80;7.024,80;0;0;01/05/2022
448;101214;HOSPITAL SANTA HELENA;MG;9;0;6;0;3.888,90;0;0;23.333,43;23.333,43;23.333,43;0;0;3;0;9.431,32;0;0;28.293,96;28.293,96;28.293,96;0;0;51.627,39;51.627,39;0;0;01/06/2022
449;183911;HOSPITAL SANTA LUCIA- HOSPITAL DO CORACAO;MG;2;4,5;2;4,5;39.217,82;8.715,07;9;78.435,64;82.429,78;78.435,64;3.994,14;4,85;0;0;0;0;0;0;0;0;0;0;82.429,78;78.435,64;3.994,14;4,85;01/01/2022
450;183911;HOSPITAL SANTA LUCIA- HOSPITAL DO CORACAO;MG;2;1;1;1;1.269,96;1.269,96;1;1.269,96;1.269,96;1.269,96;0;0;1;1;2.246,78;2.246,78;1;2.246,78;2.246,78;2.246,78;0;0;3.516,74;3.516,74;0;0;01/02/2022
451;183911;HOSPITAL SANTA LUCIA- HOSPITAL DO CORACAO;MG;5;9,8;4;12;36.114,89;3.009,57;48;144.459,57;145.473,10;144.459,57;1.013,53;0,7;1;1;4.046,76;4.046,76;1;4.046,76;4.046,76;4.046,76;0;0;149.519,86;148.506,33;1.013,53;0,68;01/05/2022
452;165115;HOSPITAL SANTA RITA;MG;4;1,25;2;1,5;1.702,00;1.134,67;3;3.404,00;3.439,29;3.404,00;35,29;1,03;2;1;2.319,54;2.319,54;2;4.639,08;4.872,76;4.639,08;233,68;4,8;8.312,05;8.043,08;268,97;3,24;01/01/2022
453;165115;HOSPITAL SANTA RITA;MG;2;1;1;2;6.271,69;3.135,84;2;6.271,69;6.458,40;6.271,69;186,71;2,89;1;0;403,23;0;0;403,23;442,11;403,23;38,88;8,79;6.900,51;6.674,92;225,59;3,27;01/02/2022
